id,state,title,topic,status,text_status,text,route,milepost,county,source_agency,source_url,lat,lon
ID-177,ID,Seneacquoteen,Native American,removed,official,"Fur traders, surveyors and miners followed the old Indian trail that forded the river here at Seneacquoteen - a Kalispell word meaning ""crossing."" During the Kootenay gold rush of 1864, a wagon road came from Walla Walla to a ferry here. The Wild Horse Trail - a pack route - ran on north to the Kootenay mines in British Columbia.",,,Bonner,Idaho Transportation Department / Idaho State Historical Society,https://services1.arcgis.com/Qqv4dYPC8Vv8e3c3/arcgis/rest/services/HistoricalMarkerSigns_ViewLayer/FeatureServer/0,48.174396,-116.744282
ID-183,ID,Packer John's Cabin,Pioneer / settlement,active,official,He built a cabin (1/4 mile north of here) that immediately became an historic Idaho landmark. Territorial political conventions (Republican in 1863 and Democratic in 1864) used his facility as a point where North Idaho leaders could meet with southern representatives to choose congressional candidates. This site now is a state park.,SH-55,152.99,Adams,Idaho Transportation Department / Idaho State Historical Society,https://services1.arcgis.com/Qqv4dYPC8Vv8e3c3/arcgis/rest/services/HistoricalMarkerSigns_ViewLayer/FeatureServer/0,44.955598,-116.224854
ID-185,ID,Brownlee Ferry,Oregon / California Trail,active,official,"A Boise Basin gold rush followed that fall, and prospectors coming from the west used Goodale's route. John Brownlee started ferry service here in 1862 but left in 1864 to work his own Boise Basin mine.  A new ferry commenced in 1875, a year after James Ruth and T.J. Health discovered silver on Brownlee Creek, with service until after 1920.",SH-71,1.57,Washington,Idaho Transportation Department / Idaho State Historical Society,https://services1.arcgis.com/Qqv4dYPC8Vv8e3c3/arcgis/rest/services/HistoricalMarkerSigns_ViewLayer/FeatureServer/0,44.828701,-116.903535
ID-186,ID,Idaho City,Pioneer / settlement,active,official,"By the next summer, this was the largest city in the Northwest, with 6,275 people -- 5,691 of them men! Families followed, and respectable businesses, schools, libraries, good theaters, churches, and fraternal orders came soon. The town survived several disastrous fires and remained an important mining center until the war shut down gold production in 1942.",SH-21,38.66,Boise,Idaho Transportation Department / Idaho State Historical Society,https://services1.arcgis.com/Qqv4dYPC8Vv8e3c3/arcgis/rest/services/HistoricalMarkerSigns_ViewLayer/FeatureServer/0,43.824133,-115.838267
ID-188,ID,Grimes' Creek,Mining / industry,active,official,"The party was searching for a rich basin described to Splawn a year earlier by an Indian. Further up this creek, they found the gold they were looking for. A few days later, Grimes was killed at Grimes Pass (it was blamed on Indians), and his partners had to bury him in a prospect hole nearby.",SH-21,28.88,Boise,Idaho Transportation Department / Idaho State Historical Society,https://services1.arcgis.com/Qqv4dYPC8Vv8e3c3/arcgis/rest/services/HistoricalMarkerSigns_ViewLayer/FeatureServer/0,43.725912,-115.951197
ID-192,ID,Owyhee Country,Pioneer / settlement,active,official,"Fur-trading ships brought Hawaiian natives--then called ""Owyhees""-- to the Northwest. In 1818, Donald Mackenzie brought the first big brigade of fur hunters to the Snake River Valley. He sent several Owyhees to trap in this region--and they never came back. Ever since then, this has been called the Owyhee country and Owyhee county carries the name on. (Pronounce ""Owyhee"" and ""Hawaii"" aloud--they sound the same.)",US-95,14.15,Owyhee,Idaho Transportation Department / Idaho State Historical Society,https://services1.arcgis.com/Qqv4dYPC8Vv8e3c3/arcgis/rest/services/HistoricalMarkerSigns_ViewLayer/FeatureServer/0,43.407318,-116.864909
ID-193,ID,Initial Point,Geology / natural history,active,official,"When he began surveying Idaho in 1867, Lafayette Cartee, first surveyor general of Idaho Territory, established the initial point on a volcanic hill visible for many miles. Everywhere in Idaho, surveyors depend upon this essential point in establishing land boundaries. The city of Meridian is named for the Boise Meridian--the surveyors' north-south line which runs through Initial Point.","S Main St, Meridian (Storey Park)",,Ada,Idaho Transportation Department / Idaho State Historical Society,https://services1.arcgis.com/Qqv4dYPC8Vv8e3c3/arcgis/rest/services/HistoricalMarkerSigns_ViewLayer/FeatureServer/0,43.60437,-116.391395
ID-194,ID,"Steamer ""Shoshone""",Transportation,active,official,"It was intended to ply 105 miles between here and Old's Ferry. Once it even explored the river for 60 miles above here, astonishing the jackrabbits with its ambitious whistle. But business was poor and firewood for boilers was scarce, and service stopped after a few trips. Finally in a hair-raising ride, the 136-foot, 300-ton boat was run down through Hell's Canyon to the Columbia.",SH-45,10.35,Owyhee,Idaho Transportation Department / Idaho State Historical Society,https://services1.arcgis.com/Qqv4dYPC8Vv8e3c3/arcgis/rest/services/HistoricalMarkerSigns_ViewLayer/FeatureServer/0,43.34092,-116.6039
ID-195,ID,Rattlesnake Station,Pioneer / settlement,active,official,"Stage service commenced in 1864, and a road to the Rocky Bar mines was opened 2 months later. In 1878 the station owners thought it would sound a lot better to call their place Mountain Home instead of Rattlesnake. Then the Union Pacific -- built out in the valley in 1883 -- replaced the freight wagons and stage lines that came through here. So Mountain Home was moved on down Rattlesnake Creek to its present location on the railroad.",US-20,96.01,Elmore,Idaho Transportation Department / Idaho State Historical Society,https://services1.arcgis.com/Qqv4dYPC8Vv8e3c3/arcgis/rest/services/HistoricalMarkerSigns_ViewLayer/FeatureServer/0,43.147791,-115.658601
ID-197,ID,Toll Gate,Transportation,active,official,"Julius Newberg's South Boise wagon road had reached Rocky Bar in 1864, but a route through this canyon was needed to avoid steep Syrup Creek grades on Goodale's Cutoff eight miles northwest of here. Tolls were collected here for 20 years to maintain it, and James A. Porter's splendid hotel and dairy attracted travelers for many miles.",US-20,107.04,Elmore,Idaho Transportation Department / Idaho State Historical Society,https://services1.arcgis.com/Qqv4dYPC8Vv8e3c3/arcgis/rest/services/HistoricalMarkerSigns_ViewLayer/FeatureServer/0,43.250925,-115.579465
ID-198,ID,Oregon Trail,Oregon / California Trail,active,official,"No other ford between Missouri and Oregon troubled them so much. This was their largest river. Using two of three islands, they crossed three channels, but sometimes lost stock and wagons. Many emigrants depended upon Shoshoni Indian guides to get them across safely.","S Commercial St, Glenns Ferry",,Elmore,Idaho Transportation Department / Idaho State Historical Society,https://services1.arcgis.com/Qqv4dYPC8Vv8e3c3/arcgis/rest/services/HistoricalMarkerSigns_ViewLayer/FeatureServer/0,42.947853,-115.297556
ID-199,ID,Glenn's Ferry,Transportation,active,official,"THIS CROSSING (just below I-84's bridges) connected to a shorter and better freight road. James S. Reynolds noted its advantages: ""By it King Hill, Clear Creek Hill, and that horrid road between Canyon Creek and Rattlesnake are avoided."" Indians captured and sank Glenn's Ferry during a Bannock War skirmish here in 1878. But overland stage service started here in 1879 and lasted until Glenn's Ferry became an important railroad center in 1883.","S Commerical St, Glenns Ferry",,Elmore,Idaho Transportation Department / Idaho State Historical Society,https://services1.arcgis.com/Qqv4dYPC8Vv8e3c3/arcgis/rest/services/HistoricalMarkerSigns_ViewLayer/FeatureServer/0,42.953495,-115.299863
ID-204,ID,Salmon Falls,Native American,active,official,"After 1842, they also traded salmon to Oregon Trail emigrants. John C. Fremont marveled at Salmon Falls 18-foot vertical drop, adjacent to ""a sheet of foaming water...divided and broken into cataracts"" by islands that ""give it much picturesque beauty, and make it one of those places that the traveler turns again and again to fix in his memory.""",US-30,186.97,Twin Falls,Idaho Transportation Department / Idaho State Historical Society,https://services1.arcgis.com/Qqv4dYPC8Vv8e3c3/arcgis/rest/services/HistoricalMarkerSigns_ViewLayer/FeatureServer/0,42.745878,-114.851357
ID-206,ID,Payne's Ferry,Oregon / California Trail,active,official,"Then Overland Stage service from Boise to a rail terminal in Kelton, Utah, was moved to this crossing, and M.E. Payne installed a large (14 by 60 foot) new cable ferry that used river current for power. After stage service was shifted to a more direct route at Glenns Ferry in 1879, this boat handled mostly local traffic until 1910, when it broke away and sank 3 miles below here.",US-30,190.44,Twin Falls,Idaho Transportation Department / Idaho State Historical Society,https://services1.arcgis.com/Qqv4dYPC8Vv8e3c3/arcgis/rest/services/HistoricalMarkerSigns_ViewLayer/FeatureServer/0,42.698995,-114.856638
ID-208,ID,Milner Dam,Engineering / technology,active,official,"A gravity system unmatched in size in national reclamation development, this project irrigates 360,000 acres of land. Twin Falls, Jerome, and a half dozen other communities suddenly sprang up in a desert plain watered by 160 miles of main canals. Located on lava channels formed by two rock islands, Milner Dam's three segments (462, 404, and 280 feet in length) were built by four locally powered electric cranes that were an engineering marvel of that time.",US-30,249.99,Cassia,Idaho Transportation Department / Idaho State Historical Society,https://services1.arcgis.com/Qqv4dYPC8Vv8e3c3/arcgis/rest/services/HistoricalMarkerSigns_ViewLayer/FeatureServer/0,42.509138,-113.925524
ID-216,ID,Bear River Massacre,Native American,active,official,"In 1863, Connor and his force set out from Salt Lake City on a cold January campaign in response to friction between Indians and white travelers. They found more than 400 Shoshoni settled in a winter camp on Battle Creek. When Connor struck at daybreak on January 29, the Shoshoni suffered a massacre unrivaled in Western history.",US-91,13.18,Franklin,Idaho Transportation Department / Idaho State Historical Society,https://services1.arcgis.com/Qqv4dYPC8Vv8e3c3/arcgis/rest/services/HistoricalMarkerSigns_ViewLayer/FeatureServer/0,42.140876,-111.911184
ID-218,ID,Camp Connor,Pioneer / settlement,active,official,"The gold rush to Idaho had greatly increased traffic on the Oregon Trail, and the post was needed to protect travelers from the Indians. Along with his troops, Connor brought 160 settlers from Utah, and the town they founded became the Oneida County seat from 1864-66. It soon declined, but in 1870 Brigham Young visited here and established the present townsite just east of the earlier location.",SH-34,403.93,Caribou,Idaho Transportation Department / Idaho State Historical Society,https://services1.arcgis.com/Qqv4dYPC8Vv8e3c3/arcgis/rest/services/HistoricalMarkerSigns_ViewLayer/FeatureServer/0,42.65776,-111.625914
ID-219,ID,John Bidwell,Oregon / California Trail,active,official,"When they reached here, August 12, 1841, half of his group decided to go northwest to Oregon instead. But his California crew turned south down Bear River to try a terrible route west of Salt Lake. So Joseph R. Chiles returned east in 1842 to find a practical California Trail across Idaho through Fort Hall and Granite Pass.",US-30 (Power Plant Rd),399.95,Caribou,Idaho Transportation Department / Idaho State Historical Society,https://services1.arcgis.com/Qqv4dYPC8Vv8e3c3/arcgis/rest/services/HistoricalMarkerSigns_ViewLayer/FeatureServer/0,42.64781,-111.702131
ID-220,ID,Bear River Lava,Geology / natural history,active,official,"Then these lava eruptions blocked that route, diverting Bear River south into what now is Salt Lake. At that time a large inland sea--known as Lake Bonneville--covered much of Utah. Additional water from Bear River helped make it overflow into Snake River before a change in climate dried it up about 8,000 years ago.",US-30 (Power Plant Rd),399.95,Caribou,Idaho Transportation Department / Idaho State Historical Society,https://services1.arcgis.com/Qqv4dYPC8Vv8e3c3/arcgis/rest/services/HistoricalMarkerSigns_ViewLayer/FeatureServer/0,42.647817,-111.702162
ID-222,ID,Beaver Canyon,Pioneer / settlement,active,official,"Freighters and travelers on stage lines from Salt Lake to Montana stopped at this station until Utah and Northern Railway service reached here in 1879. Large ranches also were supplied here until 1897, when they decided to move their Beaver Canyon town to a better site at Spencer.",I-15 (Near Exit 184),184,Clark,Idaho Transportation Department / Idaho State Historical Society,https://services1.arcgis.com/Qqv4dYPC8Vv8e3c3/arcgis/rest/services/HistoricalMarkerSigns_ViewLayer/FeatureServer/0,44.411416,-112.196219
ID-223,ID,Taylor's Bridge,Transportation,active,official,"James Madison Taylor (a relative of Presidents Madison and Taylor and a founder of Denver, Colorado) settled here in 1864 to develop an improved route for his freight line from Salt Lake to Montana's new gold mines. After his bridge was built, telegraph service reached here, July 16, 1866, and Eagle Rock (as Idaho Falls was known until 1890) became a regional transportation center. A railroad bridge was built adjacent to Taylor's bridge in 1879.",I-15B Idaho Falls (River Pkwy),6.73,Bonneville,Idaho Transportation Department / Idaho State Historical Society,https://services1.arcgis.com/Qqv4dYPC8Vv8e3c3/arcgis/rest/services/HistoricalMarkerSigns_ViewLayer/FeatureServer/0,43.494261,-112.044951
ID-224,ID,Eagle Rock Ferry,Transportation,active,official,"Named for an eagle that had a nest on a rock there, his ferry flourished until James Madison Taylor replaced it two years later with a bridge across a narrow lava gorge here. Idaho Falls eventually grew up around Taylor's bridge.",I-15B Idaho Falls (River Pkwy),6.73,Bonneville,Idaho Transportation Department / Idaho State Historical Society,https://services1.arcgis.com/Qqv4dYPC8Vv8e3c3/arcgis/rest/services/HistoricalMarkerSigns_ViewLayer/FeatureServer/0,43.4943,-112.044947
ID-225,ID,John Colter,Pioneer / settlement,active,official,"Setting out all by himself with his gun and a 30 pound pack, he tried to get the Indians to join in his trapping business. On the way here from a Yellowstone post 240 miles to the northeast, he came upon Colter's Hell -- some hot springs near Cody, Wyoming. On his way back, he explored Yellowstone Park. In the spring of 1810, after several perilous escapes from the Blackfeet, he returned to Missouri, lucky to get back alive.",SH-33,136.47,Teton,Idaho Transportation Department / Idaho State Historical Society,https://services1.arcgis.com/Qqv4dYPC8Vv8e3c3/arcgis/rest/services/HistoricalMarkerSigns_ViewLayer/FeatureServer/0,43.79253,-111.110865
ID-227,ID,John Day's River,Pioneer / settlement,active,official,"John Day had started west with John Jacob Astor's Pacific Fur Company party that discovered the Snake River Valley to the south of here in 1811. After 1816 he joined Donald Mackenzie's band of fur hunters who finally spent the winter of 1819-1820 in what is now is known as little Lost River Valley. For many years, trappers and mapmakers referred to Mackenzie's campground as on John Day's River, which in now Little Lost River.",SH-33,16.47,Butte,Idaho Transportation Department / Idaho State Historical Society,https://services1.arcgis.com/Qqv4dYPC8Vv8e3c3/arcgis/rest/services/HistoricalMarkerSigns_ViewLayer/FeatureServer/0,43.783468,-112.993535
ID-229,ID,Goddin's River,Pioneer / settlement,active,official,"Thyery Goddin, a prominent Iroquois who explored this river in 1819 or 1820, had come here with Donald Mackenzie's fur hunters who worked for the North West Company of Montreal. Well stocked with beaver until it was trapped out in 1824, Goddin's River offered a wealth of furs to early trappers. Then after the fur trade was over, the river's original name was forgotten. Later settlers called it Lost River because it sinks into the desert lava.",US-93,119.53,Custer,Idaho Transportation Department / Idaho State Historical Society,https://services1.arcgis.com/Qqv4dYPC8Vv8e3c3/arcgis/rest/services/HistoricalMarkerSigns_ViewLayer/FeatureServer/0,43.996517,-113.759471
ID-234,ID,Gilmore,Mining / industry,active,official,"Construction of a branch railroad from Montana to serve this mining area resulted in a production of $11,520,852 before a power plant explosion halted operations here in 1929. Old Gilmore and Pittsburgh Railway grades are visible north of here and remnants of Gilmore, where current residents still preserve its heritage, remain from that bygone mining era.",SH-28,73.25,Lemhi,Idaho Transportation Department / Idaho State Historical Society,https://services1.arcgis.com/Qqv4dYPC8Vv8e3c3/arcgis/rest/services/HistoricalMarkerSigns_ViewLayer/FeatureServer/0,44.456712,-113.241139
ID-235,ID,Vienna,Mining / industry,active,official,"Before shutting down in 1886, Vienna was a thriving mining camp with a $200,000 twenty-stamp mill to crush gold ore nearby. Miners here supported 14 saloons, 3 stores, 2 meat markets, a bank, a hotel, a sawmill, 2 livery stables, 6 restaurants, and, in 1882, a newspaper. More than 200 buildings disappeared when Vienna became a ghost town shortly after 1900.",SH-75,164,Blaine,Idaho Transportation Department / Idaho State Historical Society,https://services1.arcgis.com/Qqv4dYPC8Vv8e3c3/arcgis/rest/services/HistoricalMarkerSigns_ViewLayer/FeatureServer/0,43.890602,-114.784059
ID-237,ID,Yankee Fork Mines,Mining / industry,unknown,official,"The gold rush here came at the end of a dozen years of prospecting, mostly after the rush to Loon creek (just north of Yankee Fork) had brought in a horde of gold hunters in 1869. Discovery of the General Custer mine in 1876 made Yankee Fork into Idaho's leading mineral region for a year or two. A Forest Service museum at Custer (10 miles north of here) tells the story of Yankee Fork.",,,Custer,Idaho Transportation Department / Idaho State Historical Society,https://services1.arcgis.com/Qqv4dYPC8Vv8e3c3/arcgis/rest/services/HistoricalMarkerSigns_ViewLayer/FeatureServer/0,44.271187,-114.735364
ID-238,ID,Bannock Pass,Transportation,active,official,"Hudson's Bay Company trapping expeditions came this way after 1822, and prospectors followed searching for mines. Then in 1877, Nez Perce war combatants returned from Montana to Idaho through Bannock Pass on their way from Big Hole battleground to Yellowstone Park and Canada. From 1910 to 1939, railroad trains from Dillon to Salmon steamed through here. Old Gilmore and Pittsburgh railroad tunnels and grades still can be seen from this highway.",SH-29,13.57,Lemhi,Idaho Transportation Department / Idaho State Historical Society,https://services1.arcgis.com/Qqv4dYPC8Vv8e3c3/arcgis/rest/services/HistoricalMarkerSigns_ViewLayer/FeatureServer/0,44.813936,-113.271981
ID-239,ID,Sacajawea,Native American,active,official,"When she was only about 14 years old, she had been captured by Indians in Montana, where her people were out hunting buffalo in 1800. Reunited with her family, she helped Lewis and Clark obtain Indian horses and a Shoshoni guide to show them how to reach their Columbia River destination.",SH-28,122.37,Lemhi,Idaho Transportation Department / Idaho State Historical Society,https://services1.arcgis.com/Qqv4dYPC8Vv8e3c3/arcgis/rest/services/HistoricalMarkerSigns_ViewLayer/FeatureServer/0,45.051143,-113.685299
ID-240,ID,Salmon Dam,Engineering / technology,active,official,"220 feet high, it blocks a narrow lava gorge of Salmon Falls Creek. Intended to create a large reservoir to irrigate desert lands north of here, it was only a partial success. Porous lava canyon walls let water escape around it, and lack of rainfall in Nevada's desert above here provided less than enough moisture for this reservoir. It did not fill up until 1984.",US-93,11.2,Twin Falls,Idaho Transportation Department / Idaho State Historical Society,https://services1.arcgis.com/Qqv4dYPC8Vv8e3c3/arcgis/rest/services/HistoricalMarkerSigns_ViewLayer/FeatureServer/0,42.155756,-114.674524
ID-241,ID,Fort Bonneville,Pioneer / settlement,active,official,"His fort, described by a rival trapper as ""a miserable establishment""---""consisted of several log cabins, low, badly constructed, and admirably situated for besiegers only, who would be sheltered on every side by timber, brush, etc."" But several bands of friendly Flathead and Nez Perce Indians camped nearby, and Bonneville fully enjoyed his hunter's life here in the midst of ""a wild and bustling scene.""",US-93,310.04,Lemhi,Idaho Transportation Department / Idaho State Historical Society,https://services1.arcgis.com/Qqv4dYPC8Vv8e3c3/arcgis/rest/services/HistoricalMarkerSigns_ViewLayer/FeatureServer/0,45.24377,-113.894299
ID-243,ID,Gibbonsville,Mining / industry,active,official,"Discovery of a major lode here in 1877 and construction of a good wagon road to a Utah and Northern Railway terminal in Montana brought prosperity when mining was not suspended because of litigation. With close to 100 buildings, two saw mills, a roller mill, five stamp mills, a newspaper, and six to eight saloons, Gibbonsville produced about $2,000,000 in gold.",US-93,336.95,Lemhi,Idaho Transportation Department / Idaho State Historical Society,https://services1.arcgis.com/Qqv4dYPC8Vv8e3c3/arcgis/rest/services/HistoricalMarkerSigns_ViewLayer/FeatureServer/0,45.54328,-113.929436
ID-247,ID,Lolo Summit,Lewis & Clark,active,official,"From the headwaters of the Missouri they had crossed the mountains to the Salmon. Finding that river impassable, they traded for packhorses, hired an Indian guide, and came north to an Indian trail across the mountains here. Tired and ill-fed, the men were to have a hard struggle in early snow along the steep ridges which the trail followed for most of its 125 mile course west to the Clearwater River.",US-12 (Elk Meadows Rd),174.39,Idaho,Idaho Transportation Department / Idaho State Historical Society,https://services1.arcgis.com/Qqv4dYPC8Vv8e3c3/arcgis/rest/services/HistoricalMarkerSigns_ViewLayer/FeatureServer/0,46.635221,-114.577657
ID-248,ID,DeSmet Mission,Native American,removed,official,"So in 1877 their Jesuit mission was relocated here. After their community grew large enough, a three--story school building--still preserved by Coeur d' Alene Tribal Council authorities--was built in 1900. It serves as a community cultural center for Desmet.",US-95,381.15,Benewah,Idaho Transportation Department / Idaho State Historical Society,https://services1.arcgis.com/Qqv4dYPC8Vv8e3c3/arcgis/rest/services/HistoricalMarkerSigns_ViewLayer/FeatureServer/0,47.149145,-116.910951
ID-249,ID,Lewis and Clark,Lewis & Clark,active,official,"After more than a month's search, they finally had reached a westward river where they could use canoes. From here they continued another 16 miles with their pack horses before they found a campsite with trees suitable for making canoes. But at this point, they had finished their difficult mountain passage to navigable Columbia water.",US-12,47.35,Clearwater,Idaho Transportation Department / Idaho State Historical Society,https://services1.arcgis.com/Qqv4dYPC8Vv8e3c3/arcgis/rest/services/HistoricalMarkerSigns_ViewLayer/FeatureServer/0,46.444175,-116.214793
ID-250,ID,Slaterville,Mining / industry,active,official,"Founded by Seth S. Slater, May 6, 1861, Slaterville (permanent population, 50) had 5 edifices- built mainly of colored blankets-- 2 stores, 2 houses, and a saloon. When the Colonel Wright ""snapped her tow-line on the Grand Rapids and went whirling through the Big Eddy"" just below here, May 13, Lewiston was founded to replace the new port. One more steamer reached here June 1, but Slaterville was doomed.",US-12 (Lenore Rest Area),27.75,Nez Perce,Idaho Transportation Department / Idaho State Historical Society,https://services1.arcgis.com/Qqv4dYPC8Vv8e3c3/arcgis/rest/services/HistoricalMarkerSigns_ViewLayer/FeatureServer/0,46.511234,-116.561354
ID-252,ID,1910 Fire,Geology / natural history,removed,official,"Skies in Montreal and London were blackened by its smoke, which interfered with North Atlantic navigation. Strenuous efforts saved most of Wallace from its flames, but 85 fire fighters were lost, mostly in other areas. Edward Pulaski's heroic measures to save his crew in a nearby mine tunnel have become a forest legend recounted in Wallace's mining museum at 509 Bank Street.",I-90,72.65,Shoshone,Idaho Transportation Department / Idaho State Historical Society,https://services1.arcgis.com/Qqv4dYPC8Vv8e3c3/arcgis/rest/services/HistoricalMarkerSigns_ViewLayer/FeatureServer/0,47.462592,-115.710547
ID-256,ID,Purcell Trench,Geology / natural history,removed,official,"Rocks and boulders transported here by glacial ice backed up Lake Coeur d'Alene. Then a gradually warming climate let an outlet from Lake Pend d'Oreille discharge past here-sometimes with catastrophic results. As ice receded, Kootenai River also flowed past here before lower channels in British Columbia no longer were blocked by a glacial barrier. In those days, this was Columbia River's main channel.",SH-53,0.45,Kootenai,Idaho Transportation Department / Idaho State Historical Society,https://services1.arcgis.com/Qqv4dYPC8Vv8e3c3/arcgis/rest/services/HistoricalMarkerSigns_ViewLayer/FeatureServer/0,47.739263,-117.033437
ID-257,ID,Utah & Northern Railway,Railroad,active,official,"Jay Gould-- a nationally prominent financier and Union Pacific owner-- extended Utah and Northern service north from Franklin to Montana by 1880. A narrow gauge line until 1887, it helped build up Cache Valley and accounted for many new Idaho cities and towns farther north. But small, wood-burning locomotives had a hard time ascending this hill. After a more direct route 4 miles west of here was completed, service north of Preston was abandoned on this grade.",US-91,13.18,Franklin,Idaho Transportation Department / Idaho State Historical Society,https://services1.arcgis.com/Qqv4dYPC8Vv8e3c3/arcgis/rest/services/HistoricalMarkerSigns_ViewLayer/FeatureServer/0,42.140909,-111.911249
ID-259,ID,Nez Perce War,Native American,active,official,"Advancing northward along the high ground with 600 troops and artillery, General Howard found the Indian camp on the flat across the river. But 24 brave Indians blocked his advance, and 100 more pinned him in rifle pits for a day. Then the Indians, camp and all, moved slowly northward past Kamiah, while Howard followed without fighting. There the Indians decided to move east away from the troops.",SH-13,21.21,Idaho,Idaho Transportation Department / Idaho State Historical Society,https://services1.arcgis.com/Qqv4dYPC8Vv8e3c3/arcgis/rest/services/HistoricalMarkerSigns_ViewLayer/FeatureServer/0,46.076258,-115.975333
ID-261,ID,Lewis and Clark,Lewis & Clark,active,official,"Clark first saw 3 frightened Indian boys, who hid in the grass. Finding two, he reassured them with small presents and ""Sent them forward to the village."" The Indian people, though naturally somewhat nervous in greeting the first whites to reach their land, fed Clark's men. The next day, Clark ""collected a horse load of roots & 3 Sammon"" to send back to the main expedition. QUOTATIONS FROM THE ORIGINAL JOURNALS OF LEWIS AND CLARK.",SH-11,17.26,Clearwater,Idaho Transportation Department / Idaho State Historical Society,https://services1.arcgis.com/Qqv4dYPC8Vv8e3c3/arcgis/rest/services/HistoricalMarkerSigns_ViewLayer/FeatureServer/0,46.375816,-115.951493
ID-262,ID,Coyote's Fishnet,Native American,active,official,"Coyote, the all-powerful animal spirit, was having a good time until Black Bear, the busybody, began to tease him. Finally losing his temper, Coyote tossed his huge fishnet onto the hills across the river. To teach Black Bear a lesson, Coyote threw him to the top of the hill on his side and turned him to stone. The Nez Perce people know just where to look for the net and unfortunate bear.",US-12,306.78,Nez Perce,Idaho Transportation Department / Idaho State Historical Society,https://services1.arcgis.com/Qqv4dYPC8Vv8e3c3/arcgis/rest/services/HistoricalMarkerSigns_ViewLayer/FeatureServer/0,46.441817,-116.892685
ID-263,ID,Snake River,Transportation,active,official,"The Oregon Trail forded the river at Old Fort Boise, the Hudson's Bay Company post 12 miles upstream. Many a famous early westerner saw the valley you now see - though the look of the land has changed since white settlement brought irrigated farms. Today the river provides both irrigation and power along its thousand-mile course from the Yellowstone country to the Columbia. Highways, railroads, and airlines follow its open valley east of here; but to the north, Hell's Canyon of the Snake is still almost impassable to man.",I-84 (Snake River View Rest Area),0.95,Payette,Idaho Transportation Department / Idaho State Historical Society,https://services1.arcgis.com/Qqv4dYPC8Vv8e3c3/arcgis/rest/services/HistoricalMarkerSigns_ViewLayer/FeatureServer/0,43.993847,-116.93604
ID-264,ID,Ant & Yellowjacket,Native American,active,official,"Ant and Yellowjacket had an argument and came to blows over who had the right to eat dried salmon here. Fighting fiercely, they failed to notice Coyote, the all-powerful animal spirit. Even when he ordered them to stop, they kept on struggling. For not heeding his warning, he turned them to stone while their backs were arched and their jaws locked together in combat.",US-12,10.93,Nez Perce,Idaho Transportation Department / Idaho State Historical Society,https://services1.arcgis.com/Qqv4dYPC8Vv8e3c3/arcgis/rest/services/HistoricalMarkerSigns_ViewLayer/FeatureServer/0,46.44567,-116.843514
ID-266,ID,The Old Toll Road,Transportation,active,official,"Climbing the More's creek canyon wall, it crossed this highway about here and swung north. The road was built and stage services began in 1864 when Idaho City was the largest town in the Pacific Northwest. Even though the road was shorter than today's highway, it was a long, hard day's trip from Boise to Idaho City. A stage from this run is in the State Museum in Boise.",SH-21,20.19,Boise,Idaho Transportation Department / Idaho State Historical Society,https://services1.arcgis.com/Qqv4dYPC8Vv8e3c3/arcgis/rest/services/HistoricalMarkerSigns_ViewLayer/FeatureServer/0,43.626698,-115.988261
ID-267,ID,The Three Tetons,Geology / natural history,active,official,"Perhaps as early as 1819, French-speaking trappers were calling them the Trois Tetons -- the three breasts. More prosaic English speaking mountain men named them the Pilot Knobs, but the romantic French name stuck. This is one of the finest views of the peaks from the west, the side from which they were seen by the men who named them.",US-20,362.71,Fremont,Idaho Transportation Department / Idaho State Historical Society,https://services1.arcgis.com/Qqv4dYPC8Vv8e3c3/arcgis/rest/services/HistoricalMarkerSigns_ViewLayer/FeatureServer/0,44.10198,-111.452976
ID-268,ID,Lake Steamers,Military,removed,official,"Commercial steamboating began in 1884 with the mining rush. In later years, fleets of tallfunnelled boats hauled freight, towed logs, and carried passengers and excursionists. Steamers served the lake and river communities until highways changed the transportation pattern.",E Coeur D'Alene Lake Dr (S of Coeur D'Alene),,Kootenai,Idaho Transportation Department / Idaho State Historical Society,https://services1.arcgis.com/Qqv4dYPC8Vv8e3c3/arcgis/rest/services/HistoricalMarkerSigns_ViewLayer/FeatureServer/0,47.647994,-116.735811
ID-269,ID,Lewis and Clark,Lewis & Clark,active,official,"No Indian trail came this way, but Tobe, their experienced Shoshoni guide, got them past here anyway. They had to follow a difficult ridgetop divide over peaks more than 1000 feet higher than this highway. They met some Flathead Indians who surprised them by speaking a language stranger than anything they had ever heard.",US-93,346.09,Lemhi,Idaho Transportation Department / Idaho State Historical Society,https://services1.arcgis.com/Qqv4dYPC8Vv8e3c3/arcgis/rest/services/HistoricalMarkerSigns_ViewLayer/FeatureServer/0,45.659771,-113.975933
ID-270,ID,Prehistoric Man,Native American,active,official,"The first men here found the valley forested. As the climate became drier, other mountain dwellers--known to archaeologists as people of the Bitterroot culture--settled here, perhaps about 8000 years ago. These forerunners of the modern northern Shoshoni Indians lived in family bands and hunted big game, such as bison and mountain sheep.",SH-28,44.37,Clark,Idaho Transportation Department / Idaho State Historical Society,https://services1.arcgis.com/Qqv4dYPC8Vv8e3c3/arcgis/rest/services/HistoricalMarkerSigns_ViewLayer/FeatureServer/0,44.142692,-112.900076
